task_id,plate_id,from,to,reason,estimated_seconds
R_L1_P006019_P004900_55,P004900,"{'area': 'C', 'stack_id': 'C-S102', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006019_P003081_56,P003081,"{'area': 'C', 'stack_id': 'C-S102', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006019_P008901_57,P008901,"{'area': 'C', 'stack_id': 'C-S102', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007157_P003049_58,P003049,"{'area': 'D', 'stack_id': 'D-S054', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007157_P003997_59,P003997,"{'area': 'D', 'stack_id': 'D-S054', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007157_P004588_60,P004588,"{'area': 'D', 'stack_id': 'D-S054', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007157_P006205_61,P006205,"{'area': 'D', 'stack_id': 'D-S054', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007157_P006026_62,P006026,"{'area': 'D', 'stack_id': 'D-S054', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008029_P006725_63,P006725,"{'area': 'A', 'stack_id': 'A-S011', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008029_P007976_64,P007976,"{'area': 'A', 'stack_id': 'A-S011', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008029_P006593_65,P006593,"{'area': 'A', 'stack_id': 'A-S011', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008029_P003554_66,P003554,"{'area': 'A', 'stack_id': 'A-S011', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008029_P000672_67,P000672,"{'area': 'A', 'stack_id': 'A-S011', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P005060_68,P005060,"{'area': 'B', 'stack_id': 'B-S049', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P001236_69,P001236,"{'area': 'B', 'stack_id': 'B-S049', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P001645_70,P001645,"{'area': 'B', 'stack_id': 'B-S049', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P002382_71,P002382,"{'area': 'B', 'stack_id': 'B-S049', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P007576_72,P007576,"{'area': 'B', 'stack_id': 'B-S049', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003280_P008624_73,P008624,"{'area': 'B', 'stack_id': 'B-S049', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P006060_74,P006060,"{'area': 'B', 'stack_id': 'B-S005', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P009095_75,P009095,"{'area': 'B', 'stack_id': 'B-S005', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P003985_76,P003985,"{'area': 'B', 'stack_id': 'B-S005', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P006702_77,P006702,"{'area': 'B', 'stack_id': 'B-S005', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P000723_78,P000723,"{'area': 'B', 'stack_id': 'B-S005', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005134_P001263_79,P001263,"{'area': 'B', 'stack_id': 'B-S005', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P009483_80,P009483,"{'area': 'B', 'stack_id': 'B-S077', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P009891_81,P009891,"{'area': 'B', 'stack_id': 'B-S077', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P002798_82,P002798,"{'area': 'B', 'stack_id': 'B-S077', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P004987_83,P004987,"{'area': 'B', 'stack_id': 'B-S077', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P007574_84,P007574,"{'area': 'B', 'stack_id': 'B-S077', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000508_P008462_85,P008462,"{'area': 'B', 'stack_id': 'B-S077', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001776_P006498_86,P006498,"{'area': 'A', 'stack_id': 'A-S053', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001776_P008669_87,P008669,"{'area': 'A', 'stack_id': 'A-S053', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001776_P005995_88,P005995,"{'area': 'A', 'stack_id': 'A-S053', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P006876_89,P006876,"{'area': 'B', 'stack_id': 'B-S013', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P003507_90,P003507,"{'area': 'B', 'stack_id': 'B-S013', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P006292_91,P006292,"{'area': 'B', 'stack_id': 'B-S013', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P001259_92,P001259,"{'area': 'B', 'stack_id': 'B-S013', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P008621_93,P008621,"{'area': 'B', 'stack_id': 'B-S013', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005805_P007817_94,P007817,"{'area': 'B', 'stack_id': 'B-S013', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002965_P003256_95,P003256,"{'area': 'A', 'stack_id': 'A-S115', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P003683_96,P003683,"{'area': 'D', 'stack_id': 'D-S008', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P004307_97,P004307,"{'area': 'D', 'stack_id': 'D-S008', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P000394_98,P000394,"{'area': 'D', 'stack_id': 'D-S008', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P005299_99,P005299,"{'area': 'D', 'stack_id': 'D-S008', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P006007_100,P006007,"{'area': 'D', 'stack_id': 'D-S008', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002907_P002734_101,P002734,"{'area': 'D', 'stack_id': 'D-S008', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005345_P007955_102,P007955,"{'area': 'C', 'stack_id': 'C-S052', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005345_P001796_103,P001796,"{'area': 'C', 'stack_id': 'C-S052', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005345_P000518_104,P000518,"{'area': 'C', 'stack_id': 'C-S052', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P009700_105,P009700,"{'area': 'C', 'stack_id': 'C-S046', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P008777_106,P008777,"{'area': 'C', 'stack_id': 'C-S046', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P003571_107,P003571,"{'area': 'C', 'stack_id': 'C-S046', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P007763_108,P007763,"{'area': 'C', 'stack_id': 'C-S046', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P004172_109,P004172,"{'area': 'C', 'stack_id': 'C-S046', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P005641_110,P005641,"{'area': 'C', 'stack_id': 'C-S046', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001752_P000773_111,P000773,"{'area': 'C', 'stack_id': 'C-S046', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P004064_112,P004064,"{'area': 'B', 'stack_id': 'B-S098', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P009646_113,P009646,"{'area': 'B', 'stack_id': 'B-S098', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P002392_114,P002392,"{'area': 'B', 'stack_id': 'B-S098', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P003098_115,P003098,"{'area': 'B', 'stack_id': 'B-S098', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P005914_116,P005914,"{'area': 'B', 'stack_id': 'B-S098', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P004372_117,P004372,"{'area': 'B', 'stack_id': 'B-S098', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002777_P009840_118,P009840,"{'area': 'B', 'stack_id': 'B-S098', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002706_P001394_119,P001394,"{'area': 'C', 'stack_id': 'C-S017', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P009117_120,P009117,"{'area': 'A', 'stack_id': 'A-S084', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P003923_121,P003923,"{'area': 'A', 'stack_id': 'A-S084', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P000922_122,P000922,"{'area': 'A', 'stack_id': 'A-S084', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P005385_123,P005385,"{'area': 'A', 'stack_id': 'A-S084', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P000352_124,P000352,"{'area': 'A', 'stack_id': 'A-S084', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P005977_125,P005977,"{'area': 'A', 'stack_id': 'A-S084', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003046_P001762_126,P001762,"{'area': 'A', 'stack_id': 'A-S084', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001407_P002207_127,P002207,"{'area': 'D', 'stack_id': 'D-S020', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001407_P007232_128,P007232,"{'area': 'D', 'stack_id': 'D-S020', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001407_P003359_129,P003359,"{'area': 'D', 'stack_id': 'D-S020', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P006624_130,P006624,"{'area': 'B', 'stack_id': 'B-S092', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P000152_131,P000152,"{'area': 'B', 'stack_id': 'B-S092', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P001657_132,P001657,"{'area': 'B', 'stack_id': 'B-S092', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P006743_133,P006743,"{'area': 'B', 'stack_id': 'B-S092', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P004215_134,P004215,"{'area': 'B', 'stack_id': 'B-S092', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P006136_135,P006136,"{'area': 'B', 'stack_id': 'B-S092', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007027_P008320_136,P008320,"{'area': 'B', 'stack_id': 'B-S092', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P008504_137,P008504,"{'area': 'B', 'stack_id': 'B-S083', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P004772_138,P004772,"{'area': 'B', 'stack_id': 'B-S083', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P009022_139,P009022,"{'area': 'B', 'stack_id': 'B-S083', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P005677_140,P005677,"{'area': 'B', 'stack_id': 'B-S083', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P004749_141,P004749,"{'area': 'B', 'stack_id': 'B-S083', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P000242_142,P000242,"{'area': 'B', 'stack_id': 'B-S083', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008064_P009350_143,P009350,"{'area': 'B', 'stack_id': 'B-S083', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001963_P006778_144,P006778,"{'area': 'A', 'stack_id': 'A-S077', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001963_P004091_145,P004091,"{'area': 'A', 'stack_id': 'A-S077', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001963_P005143_146,P005143,"{'area': 'A', 'stack_id': 'A-S077', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P008538_147,P008538,"{'area': 'B', 'stack_id': 'B-S116', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P002212_148,P002212,"{'area': 'B', 'stack_id': 'B-S116', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P002912_149,P002912,"{'area': 'B', 'stack_id': 'B-S116', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P002356_150,P002356,"{'area': 'B', 'stack_id': 'B-S116', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P002269_151,P002269,"{'area': 'B', 'stack_id': 'B-S116', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P005287_152,P005287,"{'area': 'B', 'stack_id': 'B-S116', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008278_P003128_153,P003128,"{'area': 'B', 'stack_id': 'B-S116', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006199_P000873_154,P000873,"{'area': 'B', 'stack_id': 'B-S042', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P000734_155,P000734,"{'area': 'B', 'stack_id': 'B-S047', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P001843_156,P001843,"{'area': 'B', 'stack_id': 'B-S047', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P002342_157,P002342,"{'area': 'B', 'stack_id': 'B-S047', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P000822_158,P000822,"{'area': 'B', 'stack_id': 'B-S047', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P002778_159,P002778,"{'area': 'B', 'stack_id': 'B-S047', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P001607_160,P001607,"{'area': 'B', 'stack_id': 'B-S047', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P001997_161,P001997,"{'area': 'B', 'stack_id': 'B-S047', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000228_P005845_162,P005845,"{'area': 'B', 'stack_id': 'B-S047', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002752_P007293_163,P007293,"{'area': 'B', 'stack_id': 'B-S037', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002752_P006102_164,P006102,"{'area': 'B', 'stack_id': 'B-S037', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002752_P009541_165,P009541,"{'area': 'B', 'stack_id': 'B-S037', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002752_P004824_166,P004824,"{'area': 'B', 'stack_id': 'B-S037', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002752_P002278_167,P002278,"{'area': 'B', 'stack_id': 'B-S037', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009415_P009560_168,P009560,"{'area': 'A', 'stack_id': 'A-S003', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009415_P004867_169,P004867,"{'area': 'A', 'stack_id': 'A-S003', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009415_P009121_170,P009121,"{'area': 'A', 'stack_id': 'A-S003', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009415_P007114_171,P007114,"{'area': 'A', 'stack_id': 'A-S003', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006361_P005057_172,P005057,"{'area': 'B', 'stack_id': 'B-S104', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006361_P005063_173,P005063,"{'area': 'B', 'stack_id': 'B-S104', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006361_P003596_174,P003596,"{'area': 'B', 'stack_id': 'B-S104', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006361_P007299_175,P007299,"{'area': 'B', 'stack_id': 'B-S104', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006361_P003467_176,P003467,"{'area': 'B', 'stack_id': 'B-S104', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P006471_177,P006471,"{'area': 'D', 'stack_id': 'D-S080', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P005291_178,P005291,"{'area': 'D', 'stack_id': 'D-S080', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P003429_179,P003429,"{'area': 'D', 'stack_id': 'D-S080', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P005812_180,P005812,"{'area': 'D', 'stack_id': 'D-S080', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P002919_181,P002919,"{'area': 'D', 'stack_id': 'D-S080', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P008918_182,P008918,"{'area': 'D', 'stack_id': 'D-S080', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P008577_183,P008577,"{'area': 'D', 'stack_id': 'D-S080', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002338_P004845_184,P004845,"{'area': 'D', 'stack_id': 'D-S080', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003682_P000775_185,P000775,"{'area': 'B', 'stack_id': 'B-S013', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003682_P000285_186,P000285,"{'area': 'B', 'stack_id': 'B-S013', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003682_P008704_187,P008704,"{'area': 'B', 'stack_id': 'B-S013', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003682_P002143_188,P002143,"{'area': 'B', 'stack_id': 'B-S013', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
