task_id,plate_id,from,to,reason,estimated_seconds
R_L1_P009999_P002808_14,P002808,"{'area': 'C', 'stack_id': 'C-S027', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008490_P008548_15,P008548,"{'area': 'C', 'stack_id': 'C-S016', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002195_P001411_16,P001411,"{'area': 'D', 'stack_id': 'D-S038', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007729_P004273_17,P004273,"{'area': 'C', 'stack_id': 'C-S034', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005616_P007729_18,P007729,"{'area': 'C', 'stack_id': 'C-S034', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007576_P008624_19,P008624,"{'area': 'B', 'stack_id': 'B-S049', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001534_P004277_20,P004277,"{'area': 'A', 'stack_id': 'A-S103', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002802_P008726_21,P008726,"{'area': 'D', 'stack_id': 'D-S003', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001065_P004741_22,P004741,"{'area': 'A', 'stack_id': 'A-S023', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007708_P008049_23,P008049,"{'area': 'C', 'stack_id': 'C-S064', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008807_P003615_24,P003615,"{'area': 'C', 'stack_id': 'C-S002', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003557_P008807_25,P008807,"{'area': 'C', 'stack_id': 'C-S002', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006698_P008018_26,P008018,"{'area': 'C', 'stack_id': 'C-S115', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006951_P001187_27,P001187,"{'area': 'A', 'stack_id': 'A-S045', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004173_P005664_28,P005664,"{'area': 'A', 'stack_id': 'A-S020', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009896_P004173_29,P004173,"{'area': 'A', 'stack_id': 'A-S020', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002706_P001394_30,P001394,"{'area': 'C', 'stack_id': 'C-S017', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000447_P009569_31,P009569,"{'area': 'D', 'stack_id': 'D-S113', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006199_P000873_32,P000873,"{'area': 'B', 'stack_id': 'B-S042', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003991_P009934_33,P009934,"{'area': 'B', 'stack_id': 'B-S085', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003468_P001773_34,P001773,"{'area': 'D', 'stack_id': 'D-S067', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003323_P009444_35,P009444,"{'area': 'A', 'stack_id': 'A-S067', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006269_P001476_36,P001476,"{'area': 'D', 'stack_id': 'D-S033', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008577_P004845_37,P004845,"{'area': 'D', 'stack_id': 'D-S080', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004124_P006733_38,P006733,"{'area': 'D', 'stack_id': 'D-S071', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001351_P001648_39,P001648,"{'area': 'B', 'stack_id': 'B-S056', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008080_P003326_40,P003326,"{'area': 'C', 'stack_id': 'C-S120', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005969_P000781_41,P000781,"{'area': 'A', 'stack_id': 'A-S105', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002421_P005969_42,P005969,"{'area': 'A', 'stack_id': 'A-S105', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008612_P007291_43,P007291,"{'area': 'D', 'stack_id': 'D-S023', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005376_P004314_44,P004314,"{'area': 'C', 'stack_id': 'C-S082', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005161_P005806_45,P005806,"{'area': 'D', 'stack_id': 'D-S060', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008110_P005972_46,P005972,"{'area': 'D', 'stack_id': 'D-S099', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006072_P002105_47,P002105,"{'area': 'C', 'stack_id': 'C-S055', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003887_P006072_48,P006072,"{'area': 'C', 'stack_id': 'C-S055', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004130_P001739_49,P001739,"{'area': 'C', 'stack_id': 'C-S072', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005977_P001762_50,P001762,"{'area': 'A', 'stack_id': 'A-S084', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006006_P007193_51,P007193,"{'area': 'B', 'stack_id': 'B-S048', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009587_P006006_52,P006006,"{'area': 'B', 'stack_id': 'B-S048', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001919_P005871_53,P005871,"{'area': 'B', 'stack_id': 'B-S110', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008101_P001919_54,P001919,"{'area': 'B', 'stack_id': 'B-S110', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002731_P003640_55,P003640,"{'area': 'A', 'stack_id': 'A-S086', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000707_P008096_56,P008096,"{'area': 'A', 'stack_id': 'A-S036', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005346_P002427_57,P002427,"{'area': 'C', 'stack_id': 'C-S026', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001545_P005346_58,P005346,"{'area': 'C', 'stack_id': 'C-S026', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009515_P003706_59,P003706,"{'area': 'C', 'stack_id': 'C-S095', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006020_P002915_60,P002915,"{'area': 'B', 'stack_id': 'B-S011', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008894_P002037_61,P002037,"{'area': 'D', 'stack_id': 'D-S064', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006311_P001165_62,P001165,"{'area': 'C', 'stack_id': 'C-S022', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000927_P000494_63,P000494,"{'area': 'A', 'stack_id': 'A-S013', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001152_P008147_64,P008147,"{'area': 'B', 'stack_id': 'B-S096', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007501_P009615_65,P009615,"{'area': 'B', 'stack_id': 'B-S118', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002249_P000319_66,P000319,"{'area': 'A', 'stack_id': 'A-S024', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003282_P006434_67,P006434,"{'area': 'C', 'stack_id': 'C-S029', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001518_P003282_68,P003282,"{'area': 'C', 'stack_id': 'C-S029', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005802_P003389_69,P003389,"{'area': 'A', 'stack_id': 'A-S007', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007668_P005802_70,P005802,"{'area': 'A', 'stack_id': 'A-S007', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002965_P003256_71,P003256,"{'area': 'A', 'stack_id': 'A-S115', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000730_P005804_72,P005804,"{'area': 'D', 'stack_id': 'D-S112', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003489_P001316_73,P001316,"{'area': 'C', 'stack_id': 'C-S029', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003489_P001518_74,P001518,"{'area': 'C', 'stack_id': 'C-S029', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008870_P001003_75,P001003,"{'area': 'C', 'stack_id': 'C-S055', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008870_P003887_76,P003887,"{'area': 'C', 'stack_id': 'C-S055', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001678_P000703_77,P000703,"{'area': 'C', 'stack_id': 'C-S001', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001678_P003532_78,P003532,"{'area': 'C', 'stack_id': 'C-S001', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005818_P007464_79,P007464,"{'area': 'D', 'stack_id': 'D-S097', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005818_P009038_80,P009038,"{'area': 'D', 'stack_id': 'D-S097', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002441_P006821_81,P006821,"{'area': 'D', 'stack_id': 'D-S097', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002441_P005818_82,P005818,"{'area': 'D', 'stack_id': 'D-S097', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008672_P006051_83,P006051,"{'area': 'D', 'stack_id': 'D-S094', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008672_P002131_84,P002131,"{'area': 'D', 'stack_id': 'D-S094', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001477_P007519_85,P007519,"{'area': 'D', 'stack_id': 'D-S075', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001477_P002378_86,P002378,"{'area': 'D', 'stack_id': 'D-S075', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001672_P005222_87,P005222,"{'area': 'D', 'stack_id': 'D-S081', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001672_P003171_88,P003171,"{'area': 'D', 'stack_id': 'D-S081', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002669_P004162_89,P004162,"{'area': 'C', 'stack_id': 'C-S022', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002669_P006311_90,P006311,"{'area': 'C', 'stack_id': 'C-S022', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003158_P005359_91,P005359,"{'area': 'C', 'stack_id': 'C-S115', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003158_P006698_92,P006698,"{'area': 'C', 'stack_id': 'C-S115', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006778_P004091_93,P004091,"{'area': 'A', 'stack_id': 'A-S077', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006778_P005143_94,P005143,"{'area': 'A', 'stack_id': 'A-S077', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001963_P006778_95,P006778,"{'area': 'A', 'stack_id': 'A-S077', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009672_P001846_96,P001846,"{'area': 'C', 'stack_id': 'C-S060', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009672_P007222_97,P007222,"{'area': 'C', 'stack_id': 'C-S060', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006792_P003206_98,P003206,"{'area': 'C', 'stack_id': 'C-S059', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006792_P002009_99,P002009,"{'area': 'C', 'stack_id': 'C-S059', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004869_P006792_100,P006792,"{'area': 'C', 'stack_id': 'C-S059', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006996_P008579_101,P008579,"{'area': 'C', 'stack_id': 'C-S056', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006996_P002689_102,P002689,"{'area': 'C', 'stack_id': 'C-S056', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005391_P005438_103,P005438,"{'area': 'A', 'stack_id': 'A-S096', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005391_P006729_104,P006729,"{'area': 'A', 'stack_id': 'A-S096', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005299_P006007_105,P006007,"{'area': 'D', 'stack_id': 'D-S008', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005299_P002734_106,P002734,"{'area': 'D', 'stack_id': 'D-S008', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009660_P007787_107,P007787,"{'area': 'A', 'stack_id': 'A-S031', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009660_P002035_108,P002035,"{'area': 'A', 'stack_id': 'A-S031', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008291_P009269_109,P009269,"{'area': 'A', 'stack_id': 'A-S031', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008291_P009660_110,P009660,"{'area': 'A', 'stack_id': 'A-S031', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005029_P008269_111,P008269,"{'area': 'A', 'stack_id': 'A-S031', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005029_P008291_112,P008291,"{'area': 'A', 'stack_id': 'A-S031', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000698_P005029_113,P005029,"{'area': 'A', 'stack_id': 'A-S031', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004900_P003081_114,P003081,"{'area': 'C', 'stack_id': 'C-S102', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004900_P008901_115,P008901,"{'area': 'C', 'stack_id': 'C-S102', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003579_P004900_116,P004900,"{'area': 'C', 'stack_id': 'C-S102', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006019_P003064_117,P003064,"{'area': 'C', 'stack_id': 'C-S102', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006019_P003579_118,P003579,"{'area': 'C', 'stack_id': 'C-S102', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000717_P006019_119,P006019,"{'area': 'C', 'stack_id': 'C-S102', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004539_P003879_120,P003879,"{'area': 'A', 'stack_id': 'A-S028', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004539_P002515_121,P002515,"{'area': 'A', 'stack_id': 'A-S028', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001393_P000635_122,P000635,"{'area': 'C', 'stack_id': 'C-S084', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001393_P008737_123,P008737,"{'area': 'C', 'stack_id': 'C-S084', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002278_P001758_124,P001758,"{'area': 'B', 'stack_id': 'B-S037', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002278_P002241_125,P002241,"{'area': 'B', 'stack_id': 'B-S037', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001458_P003688_126,P003688,"{'area': 'D', 'stack_id': 'D-S061', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001458_P000966_127,P000966,"{'area': 'D', 'stack_id': 'D-S061', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006401_P005532_128,P005532,"{'area': 'C', 'stack_id': 'C-S093', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006401_P005866_129,P005866,"{'area': 'C', 'stack_id': 'C-S093', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002602_P009925_130,P009925,"{'area': 'A', 'stack_id': 'A-S098', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002602_P003853_131,P003853,"{'area': 'A', 'stack_id': 'A-S098', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006968_P005236_132,P005236,"{'area': 'C', 'stack_id': 'C-S019', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006968_P005638_133,P005638,"{'area': 'C', 'stack_id': 'C-S019', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004191_P008103_134,P008103,"{'area': 'B', 'stack_id': 'B-S066', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004191_P001747_135,P001747,"{'area': 'B', 'stack_id': 'B-S066', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009712_P009633_136,P009633,"{'area': 'A', 'stack_id': 'A-S095', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009712_P006318_137,P006318,"{'area': 'A', 'stack_id': 'A-S095', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003287_P001537_138,P001537,"{'area': 'C', 'stack_id': 'C-S106', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003287_P004340_139,P004340,"{'area': 'C', 'stack_id': 'C-S106', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006442_P009731_140,P009731,"{'area': 'C', 'stack_id': 'C-S106', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006442_P003287_141,P003287,"{'area': 'C', 'stack_id': 'C-S106', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009525_P002012_142,P002012,"{'area': 'D', 'stack_id': 'D-S053', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009525_P005158_143,P005158,"{'area': 'D', 'stack_id': 'D-S053', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003596_P007299_144,P007299,"{'area': 'B', 'stack_id': 'B-S104', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003596_P003467_145,P003467,"{'area': 'B', 'stack_id': 'B-S104', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000948_P001495_146,P001495,"{'area': 'C', 'stack_id': 'C-S092', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000948_P007007_147,P007007,"{'area': 'C', 'stack_id': 'C-S092', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006626_P007485_148,P007485,"{'area': 'B', 'stack_id': 'B-S063', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006626_P002068_149,P002068,"{'area': 'B', 'stack_id': 'B-S063', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007792_P001569_150,P001569,"{'area': 'A', 'stack_id': 'A-S090', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007792_P009885_151,P009885,"{'area': 'A', 'stack_id': 'A-S090', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001076_P005457_152,P005457,"{'area': 'D', 'stack_id': 'D-S077', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001076_P002041_153,P002041,"{'area': 'D', 'stack_id': 'D-S077', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003973_P001348_154,P001348,"{'area': 'D', 'stack_id': 'D-S077', 'level': 18}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003973_P001076_155,P001076,"{'area': 'D', 'stack_id': 'D-S077', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002714_P003973_156,P003973,"{'area': 'D', 'stack_id': 'D-S077', 'level': 17}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003450_P001721_157,P001721,"{'area': 'D', 'stack_id': 'D-S063', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003450_P003905_158,P003905,"{'area': 'D', 'stack_id': 'D-S063', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004835_P009124_159,P009124,"{'area': 'C', 'stack_id': 'C-S007', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004835_P006349_160,P006349,"{'area': 'C', 'stack_id': 'C-S007', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009244_P004835_161,P004835,"{'area': 'C', 'stack_id': 'C-S007', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000814_P000756_162,P000756,"{'area': 'B', 'stack_id': 'B-S059', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000814_P001319_163,P001319,"{'area': 'B', 'stack_id': 'B-S059', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009649_P004387_164,P004387,"{'area': 'D', 'stack_id': 'D-S026', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009649_P001174_165,P001174,"{'area': 'D', 'stack_id': 'D-S026', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001221_P006611_166,P006611,"{'area': 'C', 'stack_id': 'C-S042', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001221_P007245_167,P007245,"{'area': 'C', 'stack_id': 'C-S042', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001240_P004396_168,P004396,"{'area': 'D', 'stack_id': 'D-S096', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001240_P002686_169,P002686,"{'area': 'D', 'stack_id': 'D-S096', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006306_P006362_170,P006362,"{'area': 'B', 'stack_id': 'B-S102', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006306_P005030_171,P005030,"{'area': 'B', 'stack_id': 'B-S102', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006302_P000667_172,P000667,"{'area': 'A', 'stack_id': 'A-S026', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006302_P002503_173,P002503,"{'area': 'A', 'stack_id': 'A-S026', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009562_P005267_174,P005267,"{'area': 'B', 'stack_id': 'B-S090', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P009562_P001646_175,P001646,"{'area': 'B', 'stack_id': 'B-S090', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005046_P004102_176,P004102,"{'area': 'C', 'stack_id': 'C-S119', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005046_P005312_177,P005312,"{'area': 'C', 'stack_id': 'C-S119', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008054_P006303_178,P006303,"{'area': 'B', 'stack_id': 'B-S109', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008054_P007150_179,P007150,"{'area': 'B', 'stack_id': 'B-S109', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008452_P007692_180,P007692,"{'area': 'B', 'stack_id': 'B-S087', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008452_P008710_181,P008710,"{'area': 'B', 'stack_id': 'B-S087', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P000575_P008452_182,P008452,"{'area': 'B', 'stack_id': 'B-S087', 'level': 19}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008280_P002645_183,P002645,"{'area': 'D', 'stack_id': 'D-S056', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P008280_P000009_184,P000009,"{'area': 'D', 'stack_id': 'D-S056', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007167_P002352_185,P002352,"{'area': 'D', 'stack_id': 'D-S098', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007167_P000140_186,P000140,"{'area': 'D', 'stack_id': 'D-S098', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004945_P004132_187,P004132,"{'area': 'C', 'stack_id': 'C-S117', 'level': 20}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004945_P000304_188,P000304,"{'area': 'C', 'stack_id': 'C-S117', 'level': 21}",{'buffer_id': 'BUF1'},unblock,66.0
