task_id,plate_id,from,to,reason,estimated_seconds
R_L1_P004883_P004887_73,P004887,"{'area': 'C', 'stack_id': 'C-S066', 'level': 7}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004888_74,P004888,"{'area': 'C', 'stack_id': 'C-S066', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004889_75,P004889,"{'area': 'C', 'stack_id': 'C-S066', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004890_76,P004890,"{'area': 'C', 'stack_id': 'C-S066', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004891_77,P004891,"{'area': 'C', 'stack_id': 'C-S066', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004892_78,P004892,"{'area': 'C', 'stack_id': 'C-S066', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004893_79,P004893,"{'area': 'C', 'stack_id': 'C-S066', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004894_80,P004894,"{'area': 'C', 'stack_id': 'C-S066', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004895_81,P004895,"{'area': 'C', 'stack_id': 'C-S066', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004883_P004896_82,P004896,"{'area': 'C', 'stack_id': 'C-S066', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001099_83,P001099,"{'area': 'A', 'stack_id': 'A-S069', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001100_84,P001100,"{'area': 'A', 'stack_id': 'A-S069', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001101_85,P001101,"{'area': 'A', 'stack_id': 'A-S069', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001102_86,P001102,"{'area': 'A', 'stack_id': 'A-S069', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001103_87,P001103,"{'area': 'A', 'stack_id': 'A-S069', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001098_P001104_88,P001104,"{'area': 'A', 'stack_id': 'A-S069', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005423_P005424_89,P005424,"{'area': 'C', 'stack_id': 'C-S099', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005555_90,P005555,"{'area': 'C', 'stack_id': 'C-S108', 'level': 3}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005556_91,P005556,"{'area': 'C', 'stack_id': 'C-S108', 'level': 4}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005557_92,P005557,"{'area': 'C', 'stack_id': 'C-S108', 'level': 5}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005558_93,P005558,"{'area': 'C', 'stack_id': 'C-S108', 'level': 6}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005559_94,P005559,"{'area': 'C', 'stack_id': 'C-S108', 'level': 7}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005560_95,P005560,"{'area': 'C', 'stack_id': 'C-S108', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005561_96,P005561,"{'area': 'C', 'stack_id': 'C-S108', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005562_97,P005562,"{'area': 'C', 'stack_id': 'C-S108', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005563_98,P005563,"{'area': 'C', 'stack_id': 'C-S108', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005564_99,P005564,"{'area': 'C', 'stack_id': 'C-S108', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005565_100,P005565,"{'area': 'C', 'stack_id': 'C-S108', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005566_101,P005566,"{'area': 'C', 'stack_id': 'C-S108', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005567_102,P005567,"{'area': 'C', 'stack_id': 'C-S108', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P005554_P005568_103,P005568,"{'area': 'C', 'stack_id': 'C-S108', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003658_104,P003658,"{'area': 'B', 'stack_id': 'B-S109', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003659_105,P003659,"{'area': 'B', 'stack_id': 'B-S109', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003660_106,P003660,"{'area': 'B', 'stack_id': 'B-S109', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003661_107,P003661,"{'area': 'B', 'stack_id': 'B-S109', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003662_108,P003662,"{'area': 'B', 'stack_id': 'B-S109', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003663_109,P003663,"{'area': 'B', 'stack_id': 'B-S109', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P003657_P003664_110,P003664,"{'area': 'B', 'stack_id': 'B-S109', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001199_P001200_111,P001200,"{'area': 'A', 'stack_id': 'A-S075', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001118_P001119_112,P001119,"{'area': 'A', 'stack_id': 'A-S070', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001118_P001120_113,P001120,"{'area': 'A', 'stack_id': 'A-S070', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001480_114,P001480,"{'area': 'A', 'stack_id': 'A-S093', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001481_115,P001481,"{'area': 'A', 'stack_id': 'A-S093', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001482_116,P001482,"{'area': 'A', 'stack_id': 'A-S093', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001483_117,P001483,"{'area': 'A', 'stack_id': 'A-S093', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001484_118,P001484,"{'area': 'A', 'stack_id': 'A-S093', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001485_119,P001485,"{'area': 'A', 'stack_id': 'A-S093', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001486_120,P001486,"{'area': 'A', 'stack_id': 'A-S093', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001487_121,P001487,"{'area': 'A', 'stack_id': 'A-S093', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001479_P001488_122,P001488,"{'area': 'A', 'stack_id': 'A-S093', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004059_123,P004059,"{'area': 'C', 'stack_id': 'C-S014', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004060_124,P004060,"{'area': 'C', 'stack_id': 'C-S014', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004061_125,P004061,"{'area': 'C', 'stack_id': 'C-S014', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004062_126,P004062,"{'area': 'C', 'stack_id': 'C-S014', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004063_127,P004063,"{'area': 'C', 'stack_id': 'C-S014', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P004058_P004064_128,P004064,"{'area': 'C', 'stack_id': 'C-S014', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007106_129,P007106,"{'area': 'D', 'stack_id': 'D-S085', 'level': 2}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007107_130,P007107,"{'area': 'D', 'stack_id': 'D-S085', 'level': 3}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007108_131,P007108,"{'area': 'D', 'stack_id': 'D-S085', 'level': 4}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007109_132,P007109,"{'area': 'D', 'stack_id': 'D-S085', 'level': 5}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007110_133,P007110,"{'area': 'D', 'stack_id': 'D-S085', 'level': 6}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007111_134,P007111,"{'area': 'D', 'stack_id': 'D-S085', 'level': 7}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007112_135,P007112,"{'area': 'D', 'stack_id': 'D-S085', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007113_136,P007113,"{'area': 'D', 'stack_id': 'D-S085', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007114_137,P007114,"{'area': 'D', 'stack_id': 'D-S085', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007115_138,P007115,"{'area': 'D', 'stack_id': 'D-S085', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007116_139,P007116,"{'area': 'D', 'stack_id': 'D-S085', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007117_140,P007117,"{'area': 'D', 'stack_id': 'D-S085', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007118_141,P007118,"{'area': 'D', 'stack_id': 'D-S085', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007119_142,P007119,"{'area': 'D', 'stack_id': 'D-S085', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007105_P007120_143,P007120,"{'area': 'D', 'stack_id': 'D-S085', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002473_144,P002473,"{'area': 'B', 'stack_id': 'B-S035', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002474_145,P002474,"{'area': 'B', 'stack_id': 'B-S035', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002475_146,P002475,"{'area': 'B', 'stack_id': 'B-S035', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002476_147,P002476,"{'area': 'B', 'stack_id': 'B-S035', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002477_148,P002477,"{'area': 'B', 'stack_id': 'B-S035', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002478_149,P002478,"{'area': 'B', 'stack_id': 'B-S035', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002479_150,P002479,"{'area': 'B', 'stack_id': 'B-S035', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002472_P002480_151,P002480,"{'area': 'B', 'stack_id': 'B-S035', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002713_152,P002713,"{'area': 'B', 'stack_id': 'B-S050', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002714_153,P002714,"{'area': 'B', 'stack_id': 'B-S050', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002715_154,P002715,"{'area': 'B', 'stack_id': 'B-S050', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002716_155,P002716,"{'area': 'B', 'stack_id': 'B-S050', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002717_156,P002717,"{'area': 'B', 'stack_id': 'B-S050', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002718_157,P002718,"{'area': 'B', 'stack_id': 'B-S050', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002719_158,P002719,"{'area': 'B', 'stack_id': 'B-S050', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P002712_P002720_159,P002720,"{'area': 'B', 'stack_id': 'B-S050', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006905_160,P006905,"{'area': 'D', 'stack_id': 'D-S072', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006906_161,P006906,"{'area': 'D', 'stack_id': 'D-S072', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006907_162,P006907,"{'area': 'D', 'stack_id': 'D-S072', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006908_163,P006908,"{'area': 'D', 'stack_id': 'D-S072', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006909_164,P006909,"{'area': 'D', 'stack_id': 'D-S072', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006910_165,P006910,"{'area': 'D', 'stack_id': 'D-S072', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006911_166,P006911,"{'area': 'D', 'stack_id': 'D-S072', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006904_P006912_167,P006912,"{'area': 'D', 'stack_id': 'D-S072', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006189_P006190_168,P006190,"{'area': 'D', 'stack_id': 'D-S027', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006189_P006191_169,P006191,"{'area': 'D', 'stack_id': 'D-S027', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P006189_P006192_170,P006192,"{'area': 'D', 'stack_id': 'D-S027', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007260_P007261_171,P007261,"{'area': 'D', 'stack_id': 'D-S094', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007260_P007262_172,P007262,"{'area': 'D', 'stack_id': 'D-S094', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007260_P007263_173,P007263,"{'area': 'D', 'stack_id': 'D-S094', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007260_P007264_174,P007264,"{'area': 'D', 'stack_id': 'D-S094', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001444_175,P001444,"{'area': 'A', 'stack_id': 'A-S091', 'level': 4}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001445_176,P001445,"{'area': 'A', 'stack_id': 'A-S091', 'level': 5}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001446_177,P001446,"{'area': 'A', 'stack_id': 'A-S091', 'level': 6}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001447_178,P001447,"{'area': 'A', 'stack_id': 'A-S091', 'level': 7}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001448_179,P001448,"{'area': 'A', 'stack_id': 'A-S091', 'level': 8}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001449_180,P001449,"{'area': 'A', 'stack_id': 'A-S091', 'level': 9}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001450_181,P001450,"{'area': 'A', 'stack_id': 'A-S091', 'level': 10}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001451_182,P001451,"{'area': 'A', 'stack_id': 'A-S091', 'level': 11}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001452_183,P001452,"{'area': 'A', 'stack_id': 'A-S091', 'level': 12}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001453_184,P001453,"{'area': 'A', 'stack_id': 'A-S091', 'level': 13}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001454_185,P001454,"{'area': 'A', 'stack_id': 'A-S091', 'level': 14}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001455_186,P001455,"{'area': 'A', 'stack_id': 'A-S091', 'level': 15}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P001443_P001456_187,P001456,"{'area': 'A', 'stack_id': 'A-S091', 'level': 16}",{'buffer_id': 'BUF1'},unblock,66.0
R_L1_P007636_P007637_188,P007637,"{'area': 'D', 'stack_id': 'D-S118', 'level': 5}",{'buffer_id': 'BUF1'},unblock,66.0
