plate_id,area,stack_id,level,thickness_mm,width_mm,length_mm,weight_ton,project_id,segment_id,status,eligible_lines
P000031,A,A-S039,14,8.0,1500.0,16000.0,1.417,PRJ005,SEG0786,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000032,B,B-S094,7,40.0,2500.0,6000.0,4.746,PRJ028,SEG0800,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000033,A,A-S078,2,14.0,2800.0,14000.0,4.389,PRJ074,SEG0177,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000034,A,A-S014,4,40.0,2000.0,9000.0,5.205,PRJ009,SEG0659,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000035,A,A-S054,3,10.0,2800.0,9000.0,1.841,PRJ071,SEG0751,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000036,B,B-S056,10,8.0,1500.0,16000.0,1.529,PRJ007,SEG0203,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000037,B,B-S090,9,12.0,1800.0,6000.0,0.968,PRJ012,SEG0270,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000038,B,B-S009,6,20.0,1800.0,9000.0,2.289,PRJ060,SEG0229,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000039,A,A-S005,7,16.0,1800.0,16000.0,3.891,PRJ053,SEG0117,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000040,D,D-S016,7,12.0,3000.0,6000.0,1.565,PRJ014,SEG0464,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000041,C,C-S014,13,50.0,2200.0,16000.0,12.498,PRJ029,SEG0215,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000042,D,D-S090,4,16.0,1500.0,9000.0,1.783,PRJ053,SEG0668,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000043,B,B-S050,2,25.0,2200.0,8000.0,3.324,PRJ010,SEG0634,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000044,A,A-S115,9,25.0,2800.0,10000.0,5.689,PRJ075,SEG0788,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000045,C,C-S023,2,25.0,3000.0,16000.0,9.375,PRJ023,SEG0417,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000046,D,D-S071,7,18.0,1800.0,14000.0,3.24,PRJ028,SEG0473,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000047,B,B-S090,14,30.0,1800.0,12000.0,5.096,PRJ016,SEG0082,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000048,A,A-S040,10,40.0,2000.0,10000.0,6.881,PRJ002,SEG0266,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000049,B,B-S040,9,40.0,2200.0,14000.0,9.009,PRJ025,SEG0482,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000050,D,D-S076,8,10.0,3000.0,9000.0,2.092,PRJ027,SEG0147,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000051,A,A-S044,10,40.0,2200.0,14000.0,8.709,PRJ038,SEG0023,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000052,B,B-S118,10,18.0,2200.0,14000.0,4.2,PRJ077,SEG0238,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000053,B,B-S108,10,16.0,1500.0,8000.0,1.371,PRJ011,SEG0294,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000054,B,B-S064,9,6.0,3000.0,9000.0,1.222,PRJ070,SEG0705,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000055,A,A-S009,1,10.0,1500.0,6000.0,0.739,PRJ009,SEG0307,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000056,A,A-S016,1,6.0,3000.0,14000.0,2.143,PRJ023,SEG0631,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000057,B,B-S012,13,18.0,2800.0,12000.0,4.976,PRJ016,SEG0121,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000058,B,B-S081,6,25.0,2200.0,9000.0,3.876,PRJ057,SEG0393,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000059,B,B-S002,5,8.0,2200.0,8000.0,1.079,PRJ026,SEG0330,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000060,B,B-S116,1,20.0,2800.0,14000.0,6.564,PRJ051,SEG0532,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000061,B,B-S074,12,25.0,2000.0,16000.0,5.79,PRJ006,SEG0668,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000062,C,C-S021,4,20.0,2000.0,16000.0,5.45,PRJ020,SEG0452,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000063,B,B-S053,7,18.0,3000.0,12000.0,4.859,PRJ020,SEG0618,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000064,D,D-S025,14,25.0,1800.0,10000.0,3.284,PRJ035,SEG0244,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000065,B,B-S084,3,8.0,2500.0,6000.0,0.926,PRJ005,SEG0629,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000066,D,D-S083,3,20.0,2800.0,16000.0,6.756,PRJ076,SEG0451,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000067,D,D-S091,11,50.0,3000.0,6000.0,6.503,PRJ014,SEG0415,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000068,D,D-S017,9,14.0,2500.0,14000.0,4.091,PRJ049,SEG0373,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000069,A,A-S003,8,10.0,3000.0,10000.0,2.161,PRJ004,SEG0155,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000070,D,D-S008,4,25.0,1800.0,14000.0,4.532,PRJ012,SEG0567,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000071,A,A-S015,8,12.0,2500.0,12000.0,2.583,PRJ038,SEG0427,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000072,B,B-S094,10,20.0,2000.0,12000.0,3.573,PRJ007,SEG0577,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000073,C,C-S085,13,50.0,1500.0,12000.0,7.693,PRJ053,SEG0313,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000074,B,B-S091,5,30.0,1500.0,16000.0,5.213,PRJ055,SEG0066,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000075,C,C-S041,8,30.0,2800.0,8000.0,5.368,PRJ036,SEG0694,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000076,C,C-S054,15,20.0,2000.0,8000.0,2.549,PRJ003,SEG0289,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000077,B,B-S051,11,20.0,2500.0,9000.0,3.391,PRJ036,SEG0654,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000078,A,A-S015,4,40.0,2500.0,6000.0,4.328,PRJ067,SEG0508,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000079,D,D-S049,1,16.0,1800.0,9000.0,1.878,PRJ066,SEG0516,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000080,C,C-S059,11,14.0,2800.0,9000.0,2.7,PRJ053,SEG0526,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000081,D,D-S075,6,14.0,2500.0,12000.0,3.556,PRJ056,SEG0477,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000082,A,A-S111,8,14.0,3000.0,16000.0,5.393,PRJ027,SEG0139,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000083,C,C-S025,3,25.0,2800.0,8000.0,4.668,PRJ072,SEG0016,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000084,D,D-S017,1,8.0,2000.0,16000.0,2.091,PRJ047,SEG0266,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000085,D,D-S031,4,50.0,2500.0,8000.0,7.692,PRJ023,SEG0731,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000086,A,A-S038,13,40.0,1500.0,9000.0,4.375,PRJ014,SEG0189,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000087,D,D-S056,8,20.0,2800.0,14000.0,6.19,PRJ054,SEG0045,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000088,A,A-S113,6,12.0,2200.0,10000.0,2.149,PRJ026,SEG0384,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000089,C,C-S105,8,40.0,2800.0,12000.0,11.058,PRJ037,SEG0413,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000090,B,B-S038,6,40.0,2500.0,10000.0,7.874,PRJ025,SEG0400,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000091,A,A-S036,14,10.0,2500.0,16000.0,3.038,PRJ072,SEG0477,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000092,D,D-S113,10,6.0,3000.0,6000.0,0.804,PRJ010,SEG0733,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000093,C,C-S041,1,25.0,1800.0,16000.0,5.493,PRJ035,SEG0471,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000094,B,B-S057,6,20.0,2000.0,9000.0,2.883,PRJ024,SEG0559,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000095,C,C-S050,3,40.0,1800.0,8000.0,4.15,PRJ073,SEG0543,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000096,B,B-S119,13,12.0,2200.0,9000.0,2.001,PRJ068,SEG0159,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000097,C,C-S018,1,10.0,2800.0,12000.0,2.492,PRJ043,SEG0296,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000098,C,C-S064,12,14.0,1500.0,9000.0,1.396,PRJ002,SEG0446,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000099,B,B-S058,1,12.0,2200.0,10000.0,1.87,PRJ049,SEG0001,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000100,D,D-S088,11,8.0,1800.0,10000.0,1.075,PRJ004,SEG0608,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000101,A,A-S051,13,8.0,2200.0,14000.0,1.903,PRJ065,SEG0093,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000102,C,C-S094,14,12.0,2200.0,9000.0,1.758,PRJ008,SEG0382,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000103,A,A-S027,13,30.0,1500.0,16000.0,5.228,PRJ076,SEG0022,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000104,C,C-S054,4,40.0,2800.0,12000.0,11.204,PRJ063,SEG0563,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000105,A,A-S073,5,10.0,3000.0,10000.0,2.192,PRJ070,SEG0474,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000106,A,A-S013,10,14.0,2000.0,10000.0,2.049,PRJ012,SEG0726,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000107,B,B-S067,3,30.0,3000.0,16000.0,11.674,PRJ043,SEG0614,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000108,B,B-S006,8,18.0,1800.0,16000.0,3.898,PRJ042,SEG0049,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000109,C,C-S058,4,25.0,2000.0,12000.0,4.335,PRJ043,SEG0261,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000110,B,B-S084,6,50.0,2800.0,14000.0,14.648,PRJ036,SEG0441,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000111,A,A-S081,15,25.0,2200.0,10000.0,4.285,PRJ073,SEG0326,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000112,A,A-S046,4,8.0,2800.0,12000.0,1.973,PRJ015,SEG0255,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000113,C,C-S082,9,50.0,2800.0,14000.0,16.594,PRJ017,SEG0215,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000114,C,C-S055,10,10.0,1800.0,10000.0,1.46,PRJ025,SEG0342,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000115,A,A-S085,9,50.0,2200.0,10000.0,9.141,PRJ023,SEG0060,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000116,C,C-S021,15,10.0,2200.0,6000.0,0.947,PRJ004,SEG0019,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000117,B,B-S048,14,20.0,2800.0,10000.0,4.4,PRJ012,SEG0424,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000118,D,D-S093,8,12.0,3000.0,8000.0,2.387,PRJ076,SEG0421,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000119,D,D-S020,7,12.0,2000.0,9000.0,1.74,PRJ054,SEG0405,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000120,D,D-S060,6,6.0,2800.0,12000.0,1.427,PRJ005,SEG0622,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000121,B,B-S018,5,18.0,1800.0,8000.0,1.968,PRJ002,SEG0028,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000122,C,C-S078,14,8.0,3000.0,6000.0,1.21,PRJ063,SEG0715,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000123,A,A-S110,7,20.0,2000.0,16000.0,4.621,PRJ049,SEG0595,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000124,B,B-S110,4,16.0,1500.0,10000.0,1.932,PRJ053,SEG0636,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000125,B,B-S091,9,8.0,2200.0,12000.0,1.667,PRJ014,SEG0504,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000126,C,C-S052,13,8.0,2200.0,14000.0,1.78,PRJ056,SEG0517,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000127,C,C-S014,4,30.0,1500.0,6000.0,2.218,PRJ061,SEG0786,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000128,D,D-S024,1,14.0,1500.0,12000.0,2.128,PRJ077,SEG0284,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000129,A,A-S062,10,40.0,1500.0,16000.0,7.498,PRJ032,SEG0360,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000130,B,B-S097,12,30.0,2200.0,10000.0,4.77,PRJ078,SEG0632,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000131,B,B-S057,11,6.0,2000.0,9000.0,0.855,PRJ073,SEG0410,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000132,D,D-S103,14,30.0,3000.0,14000.0,8.96,PRJ059,SEG0566,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000133,D,D-S079,5,40.0,2800.0,12000.0,11.539,PRJ080,SEG0752,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000134,C,C-S010,6,20.0,2000.0,14000.0,4.75,PRJ006,SEG0722,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000135,A,A-S088,4,14.0,2800.0,6000.0,1.716,PRJ008,SEG0784,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000136,D,D-S038,1,12.0,1500.0,14000.0,1.846,PRJ034,SEG0244,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000137,D,D-S113,3,50.0,2200.0,16000.0,13.06,PRJ068,SEG0621,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000138,D,D-S032,14,16.0,2500.0,12000.0,3.498,PRJ013,SEG0254,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000139,D,D-S037,14,20.0,2500.0,10000.0,4.28,PRJ020,SEG0460,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000140,A,A-S061,13,10.0,3000.0,12000.0,3.087,PRJ037,SEG0380,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000141,C,C-S114,8,6.0,2500.0,9000.0,1.123,PRJ007,SEG0126,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000142,D,D-S040,5,10.0,3000.0,16000.0,3.392,PRJ071,SEG0698,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000143,B,B-S032,2,50.0,1500.0,9000.0,5.118,PRJ020,SEG0389,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000144,D,D-S060,7,10.0,2000.0,12000.0,1.96,PRJ075,SEG0125,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000145,A,A-S017,12,20.0,2500.0,16000.0,5.832,PRJ016,SEG0222,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000146,A,A-S069,8,10.0,3000.0,9000.0,2.005,PRJ001,SEG0056,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000147,C,C-S079,14,14.0,1500.0,16000.0,2.47,PRJ057,SEG0649,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000148,D,D-S102,4,25.0,3000.0,16000.0,10.333,PRJ042,SEG0133,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000149,A,A-S070,2,10.0,2000.0,14000.0,2.279,PRJ019,SEG0693,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000150,C,C-S041,5,30.0,2200.0,9000.0,4.948,PRJ078,SEG0556,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000151,A,A-S080,9,10.0,1800.0,12000.0,1.818,PRJ020,SEG0249,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000152,B,B-S091,16,50.0,2800.0,6000.0,6.822,PRJ016,SEG0207,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000153,D,D-S087,1,14.0,3000.0,6000.0,1.902,PRJ013,SEG0759,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000154,C,C-S017,13,14.0,3000.0,14000.0,4.585,PRJ070,SEG0164,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000155,A,A-S006,13,20.0,1500.0,6000.0,1.37,PRJ024,SEG0166,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000156,C,C-S037,7,12.0,1500.0,16000.0,2.038,PRJ052,SEG0086,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000157,C,C-S066,9,10.0,1800.0,10000.0,1.459,PRJ053,SEG0641,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000158,C,C-S097,4,20.0,1500.0,6000.0,1.384,PRJ026,SEG0248,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000159,B,B-S118,7,30.0,3000.0,10000.0,7.368,PRJ059,SEG0545,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000160,D,D-S068,2,16.0,2800.0,16000.0,5.207,PRJ050,SEG0069,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000161,B,B-S072,15,14.0,2200.0,9000.0,2.085,PRJ016,SEG0220,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000162,B,B-S106,9,18.0,2000.0,10000.0,2.703,PRJ062,SEG0311,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000163,C,C-S112,7,18.0,2500.0,6000.0,2.306,PRJ058,SEG0065,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000164,C,C-S011,4,30.0,2200.0,16000.0,8.17,PRJ064,SEG0265,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000165,B,B-S051,4,18.0,1500.0,8000.0,1.696,PRJ021,SEG0524,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000166,D,D-S088,7,18.0,1800.0,6000.0,1.52,PRJ049,SEG0352,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000167,A,A-S028,14,18.0,2800.0,6000.0,2.401,PRJ011,SEG0402,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000168,C,C-S065,9,40.0,1800.0,9000.0,4.995,PRJ017,SEG0295,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000169,B,B-S027,16,16.0,2200.0,16000.0,4.393,PRJ076,SEG0490,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000170,A,A-S082,10,30.0,2500.0,8000.0,4.402,PRJ033,SEG0656,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000171,B,B-S056,1,25.0,3000.0,6000.0,3.471,PRJ004,SEG0282,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000172,D,D-S080,11,25.0,3000.0,10000.0,5.739,PRJ028,SEG0438,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000173,D,D-S095,9,6.0,2200.0,10000.0,1.084,PRJ012,SEG0092,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000174,C,C-S105,1,40.0,1800.0,9000.0,4.96,PRJ054,SEG0381,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000175,D,D-S044,8,30.0,2800.0,14000.0,10.053,PRJ056,SEG0375,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000176,C,C-S001,14,18.0,1500.0,8000.0,1.549,PRJ067,SEG0118,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000177,D,D-S070,3,30.0,2800.0,10000.0,6.937,PRJ053,SEG0678,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000178,C,C-S049,9,16.0,2500.0,10000.0,3.223,PRJ031,SEG0642,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000179,A,A-S079,12,30.0,2500.0,12000.0,7.758,PRJ043,SEG0257,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000180,A,A-S005,12,18.0,2000.0,10000.0,2.957,PRJ005,SEG0512,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000181,A,A-S022,11,30.0,2500.0,8000.0,4.862,PRJ021,SEG0058,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000182,B,B-S012,5,16.0,2000.0,16000.0,3.681,PRJ028,SEG0243,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000183,A,A-S119,14,20.0,3000.0,9000.0,4.19,PRJ069,SEG0420,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000184,A,A-S091,13,25.0,1500.0,6000.0,1.848,PRJ023,SEG0684,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000185,D,D-S001,8,12.0,2800.0,6000.0,1.545,PRJ068,SEG0766,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000186,A,A-S013,13,14.0,2000.0,6000.0,1.224,PRJ042,SEG0671,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000187,A,A-S100,7,18.0,1800.0,6000.0,1.387,PRJ063,SEG0333,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000188,B,B-S017,11,6.0,3000.0,14000.0,1.94,PRJ036,SEG0381,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000189,B,B-S006,9,20.0,1800.0,9000.0,2.384,PRJ024,SEG0164,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000190,D,D-S018,1,20.0,2800.0,9000.0,4.161,PRJ018,SEG0611,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000191,D,D-S075,13,50.0,2800.0,16000.0,17.207,PRJ072,SEG0067,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
P000192,C,C-S067,5,12.0,2000.0,9000.0,1.754,PRJ069,SEG0242,in_yard,L1|L2|L3|L4|L5|L6|L7|L8
